августіан,アウグスティヌス修道士
августіані,アウグスティヌス会修道士
августівський,アウグストフの
авгієвий,アウゲイアスの
авгіїв,アウゲイアスの
авделінг,アヴデリング
авдет,アヴデト
авдитор,監査人(古語形)
авдиторія,聴衆
авдієнсія,謁見
авдієнція,謁見
авдіївський,アヴディイフカの
аве,アヴェ
аведікян,アヴェディキャン
авек,アヴェック
авеллум,アヴェッルム
авелліно,アヴェッリーノ
авельянеда,アベジャネダ(地名)
авео,アベオ（車種）
авербах,アヴェルバハ(人名)
аверс,表面
аверса,アヴェルサ(地名)
аверси,アヴェルシ
аверсивний,嫌悪の
аверсний,表面の
авест,アヴェスト
авести,アヴェスター
аветисян,アヴェティシャン（固有名詞）
аветисянів,アヴェティシャン
авеш,アヴェシュ
авиакомпании,航空会社
авиалинии,航空会社
авианесущие,航空母艦（ロシア語）
авианосцев,空母
авианосцети,空母（ロシア語）
авиаполка,航空連隊
авиастроительная,航空機製造（ロシア語）
авиаци,航空（古い形）
авиации,航空（ロシア語）
авиационная,航空の（ロシア語）
авиационний,航空の（ロシア語綴り）
авиация,航空
авий,#NAME?
авк,AVK（略語）
авколо,周りに
авл,AVL
авлакоген,オーラコゲン
авлопоподібний,アウロス様の
авлос,アウロス（古代ギリシャの楽器）
авліта,アヴリタ
аво,アボ
авокадовий,アボカドの
авось,多分（ロシア語）
авоськ,ネット袋
авоська,ネットバッグ \ 買い物袋
авоськи,買い物袋
авоський,アヴォシカ（買い物袋・形容詞） \ アヴォシカ（買い物袋）
авоській,アヴォシカ（買い物袋）
авраамічний,アブラハム宗教の
аврально,緊急に
аврамівський,アブラハムの
аврамічний,アブラハム宗教の
авратинський,アヴラティンスキーの
авреоля,オーレオラ
авроральний,オーロラの
аврори,オーロラ
авріл,4月
авс,ABC(略)
австр,オーストリア人
австразійський,オーストラレーシア
австралоїдний,オーストラロイドの
австралійка,オーストラリア人女性
австро,オーストロ
австроазійський,オーストロアジア語族の
австровий,オーストリアの
австромарксизм,オーストロマルクス主義
австронезійський,オーストロネシアの
австронезієць,オーストロネシア人
австроугорський,オーストリア・ハンガリーの
австріяк,オーストリア人
австріяцький,オーストリアの
австріячка,オーストリア女性
автаркічний,自給自足の
автаґемі,アウタゲミ
автек,アヴテク(会社名)
автентика,オーセンティック
автентифікатор,認証装置
автентифікаційний,認証の
автентифікація,認証
автентифікований,認証された
автентифікувати,認証する
автентично,本物らしく
автоаварія,自動車事故
автоагрегат,自動車ユニット
автоагрегатний,自動車ユニットの
автоакадемія,自動車アカデミー
автоаматор,自動車愛好家
автоантитіло,自己抗体
автоарт,オートアート
автоб,自動車（略）
автобазар,自動車市場
автобан,アウトバーン
автобат,自動車大隊
автобатальйон,自動車大隊
автобензин,自動車用ガソリン
автоберег,自動車保護
автобетонозмішувач,コンクリートミキサー車
автобиография,自伝（ロシア語）
автоблогер,自動車ブロガー
автоблокування,自動閉塞
автобот,オートボット
автобренд,自動車ブランド
автоброньовий,装甲車の
автобудинок,自動車ハウス
автобудування,自動車建設
автобудівний,自動車製造の
автобудівник,自動車製造業者
автобусобудування,バス製造
автобусобудівний,バス製造の
автобізнес,自動車ビジネス
автобіографізм,自伝性
автобіографічність,自伝性
автовага,自動計量機
автоваза,アフトヴァズ
автовазом,アフトヴァズ
автовежа,自動車塔
автовикрадач,自動車盗
автовикрадення,自動車盗難
автовиробник,自動車メーカー
автовиробництво,自動車生産
автовиставка,自動車展示会
автовишка,高所作業車
автово,アフトヴォ
автоводій,運転手
автовіз,自動車運搬車
автогаз,自動車用ガス
автогазозаправний,ガス充填の
автогалузь,自動車産業
автогальмівний,自動制動の
автогараж,車庫
автогаражний,自動車ガレージの
автогарант,自動車保証
автогенератор,発振器
автогенетичний,自生的な
автогол,オウンゴール
автогонець,レーサー
автогони,カーレース
автогонка,カーレース
автогоночний,自動車レースの
автогонщик,レーサー
автогонщиця,レーサー（女性）
автогра,オートグラフ（省略形）
автоград,自動車都市
автогражданка,自動車民事保険
автогрейдер,モーターグレーダー
автогрупа,自動車グループ
автогудронатор,アスファルト舗装機
автогума,自動車用タイヤ
автогігант,自動車大手
автодеталь,自動車部品
автодидакт,独学者
автодизель,ディーゼル自動車
автодилер,自動車ディーラー
автодозвон,自動ダイヤル
автодозвіл,自動車許可証
автодозор,自動車パトロール
автодоповнення,自動補完
автодор,アフトドール
автодора,アフトドーラ
автодори,自動車道路
автодорога,高速道路
автодорожний,自動車道の \ 自動車道路の
автодорожник,道路建設作業員
автодору,自動車道路
автодорівець,自動車道路作業員
автодорівця,道路労働者
автодрабина,はしご車
автодрайв,オートドライブ
автодрезина,軌道自動車
автодім,自動車館
автоекзотик,自動車エキゾチック
автоексперт,自動車専門家
автоекспорт,自動車輸出
автоелектронний,自動電子の
автоентерпрайз,オートエンタープライズ
автожир,オートジャイロ
автожурналіст,自動車ジャーナリスト
автозавантаження,自動読み込み
автозаводець,自動車工場労働者
автозагар,セルフタンニング
автозак,護送車
автозаповнення,自動入力
автозаправник,給油所員
автозаправочний,ガソリンスタンドの
автозапуск,自動起動
автозапчастина,自動車部品
автозасмага,日焼け止め
автозатор,自動締め器
автозбереження,自動保存
автозбиральний,自動組立の
автозвалище,自動車廃棄場
автозвук,自動車音響
автозлодій,自動車泥棒
автозупинка,バス停
автозчеплення,自動連結器
автозіткнення,自動車衝突
автоканал,自動車チャンネル
автокапітал,自動車資本
автокар,バス
автокараван,キャンピングカー
автокаталіз,自己触媒
автокаталітичний,自触媒の
автокатафалк,霊柩車
автокафе,ドライブインカフェ
автоквест,オートクエスト
автокемпінг,オートキャンプ
автокерування,自動制御
автокефаль,独立教会
автокефальність,独立性
автокефаліст,独立教会派
автоклав,オートクレーブ
автоклавний,オートクレーブの
автоклавування,オートクレーブ処理
автоклуб,自動車クラブ
автокодувальник,オートエンコーダー
автоколивальний,自己振動の
автоколивання,自動振動
автокома,自動車会社
автокоманда,自動車チーム
автокомпанія,自動車会社
автокомплекс,自動車施設
автокомплект,自動車セット
автокомплектуючі,自動車部品
автокомпонент,自動車部品
автоконсалтинг,自動車コンサルティング
автоконструктор,自動車設計者
автоконцерн,自動車コンツェルン
автоконцерт,ドライブインコンサート
автокооператив,自動車協同組合
автокореляційний,自己相関の
автокореляція,自己相関
автокорпорація,自動車会社
автокортеж,車列
автокосметика,自動車化粧品
автокрадіжка,自動車窃盗
автокрадій,自動車泥棒
автокраз,アフトクラズ（自動車メーカー）
автокразбанк,アフトクラズバンク
автокрамниця,自動車店
автокрановий,クレーン車の
автократизм,独裁主義
автократор,独裁者
автокредит,自動車ローン
автокредитування,自動車ローン
автокрос,オートクロス
автокрісло,チャイルドシート
автокінотеатр,ドライブインシアター
автокіоск,自動キオスク
автолавка,移動販売車
автолайф,オートライフ
автолегенда,自動車の伝説
автологічний,自己言及的な
автолюбителька,自動車愛好家（女性）
автолюкс,オートリュクス
автоліз,自己融解
автолізинг,自動車リース
автолік,自動車病院
автолітографія,オートリトグラフィー
автомагазин,自動車店
автомагнат,自動車王
автомагнітола,カーオーディオ
автомагістральний,高速道路の
автомайдан,アフトマイダン
автомайданчик,自動車広場
автомайданівець,ユーロマイダン活動家
автомайстер,自動車修理工
автомайстерня,自動車修理工場
автомама,車ママ
автомара,車のブランド
автомарка,自動車ブランド
автомаршрут,自動車ルート
автомасштабування,自動スケーリング
автоматизации,自動化（ロシア語）
автоматизация,自動化
автоматизми,自動症
автоматизуватися,自動化される
автоматический,自動の \ 自動的な
автоматов,自動機械(複数形属格)
автоматон,自動人形
автоматчик,自動小銃兵
автомеханічний,自動車整備の
автомийка,洗車場
автомийник,洗車場
автомир,自動車世界
автомобила,自動車
автомобиле,自動車（呼格）
автомобилей,自動車の
автомобиль,自動車（ロシア語）
автомобиля,自動車（ロシア語）
автомобилі,自動車（ロシア語）
автомобити,自動車
автомоблі,自動車（綴り誤り）
автомобілебудівник,自動車製造業者
автомобілевиробник,自動車メーカー
автомобілей,自動車（ロシア語）
автомобілекористування,自動車使用
автомобілерозвантажувач,自動車荷降ろし機
автомобілецентричний,自動車中心の
автомобільчик,小さな車
автомобілі,自動車
автомобілізація,自動車化
автомобілістка,女性ドライバー
автомодель,自動車モデル
автомодельний,自動車模型の
автомоделювання,自動車モデリング
автомоделіст,自動車模型愛好家
автоморфний,自己同型の
автоморфізм,自己同型
автомотлох,自動車スクラップ
автомотодром,自動車レース場
автомотоклуб,自動車クラブ
автомоторний,自動車の
автомотоспорт,自動車モータースポーツ
автомототранспорт,自動車オートバイ輸送
автомототранспортний,自動車オートバイ輸送の
автомотриса,気動車
автоміст,高架道路
автомістечко,自動車町
автомісце,駐車スペース
автон,自治(略語)
автона,アウトナ（人名/企業名）
автоналаштування,自動調整
автонаїзд,自動車事故
автоновинка,自動車ニュース
автонома,自治
автономер,車両ナンバー
автономии,自治(ロシア語)
автономка,自治(口語)
автономно,自律的に
автономномго,自治の（誤記）
автономізм,自治主義
автономізований,自治化された
автономізувати,自治化する
автономізуватися,自治化する
автономістичний,自治主義の
автонім,オートニム
автопавільйон,自動車パビリオン
автопаливо,自動車燃料
автопаливозаправники,給油車(複数形)
автопанцирний,自動装甲の
автопанцирник,装甲車
автопарковий,駐車場の
автопарковка,駐車場
автопаркінг,駐車場
автопасажирський,自動車旅客の
автопатруль,自動車パトロール
автоперевезення,自動車運送
автоперевізник,自動車運送業者
автоперегони,カーレース
автопереклад,自動翻訳
автоперехід,自動車横断歩道
автоплан,自動車計画
автопланета,オートプラネット
автоплатформа,自動車プラットフォーム
автоподорож,自動車旅行
автоподія,オートポディア
автополив,自動灌漑
автополігон,自動車試験場
автопорт,自動車港
автопортал,自動車ポータル
автопорушник,交通違反者
автопослуги,自動車サービス
автопотяг,列車
автопотік,自動車流
автопригода,交通事故
автопричіп,トレーラー
автопродаж,自動車販売
автопродукція,自動車製品
автопрокат,レンタカー
автопром,自動車産業
автопромисловець,自動車産業家
автопромисловий,自動車産業の
автопромисловість,自動車産業
автопроїзд,自動車通行
автопідйомник,カーリフト
автопідприємство,自動車企業
автопідхід,自動アプローチ
автопідіймач,自動車リフト
автопілотований,自動操縦の
автопілотування,自動操縦
автор-упоряд,著者・編集者
авторадіо,アフトラジオ
авторадіометричний,オートラジオメトリックの
авторевю,アフトレヴュー
авторегресійний,自己回帰の
авторегресія,自己回帰
авторемзавод,自動車修理工場
авторемонт,自動車修理
автореф,AVTOREF（略語） \ 著者抄録
авторефрижератор,冷蔵トレーラー
автореєстратор,ドライブレコーダー
авториза,認証
авторизаційний,認証の
авторизуватися,認証される
авторикша,オートリキシャ
авторинок,中古車市場
авторитаризм,権威主義
авторитарист,権威主義者
авторитарно,権威主義的に
авторитарніший,より権威主義的な
авторов,著者の \ 著者の（ロシア語）
авторова,著者の
авторозливний,自動瓶詰めの
авторозподіл,著者分配
авторота,オートローテーション
авторотація,オートローテーション
авторская,著者の
авторский,著者の \ 著者の（ロシア語）
авторські,著者の
авторух,自動車運動
автосайт,自動車サイト
автосамоскид,ダンプトラック
автосаміт,自動車サミット
автосанітарний,医療車両の
автосвіт,自動車界
автосервісний,自動車サービスの
автосигналізація,カーアラーム
автосимулятор,自動車シミュレーター
автосканер,自動スキャナー
автоскладальний,自動組立の
автоскло,自動車ガラス
автослалом,オートスラローム
автосотня,自動車中隊
автосоюз,自動車連盟
автоспецпром,自動車特殊産業
автоспецпрому,自動車特殊産業
автосполучення,自動車交通
автоспортивний,モータースポーツの
автоспортсмен,モータースポーツ選手
автоспуск,セルフタイマー
автостанційний,バスターミナルの
автостат,自動統計
автостереограм,オートステレオグラム
автостереотип,自己ステレオタイプ
автостиль,オートスタイル
автостопер,ヒッチハイカー
автостопний,ヒッチハイクの
автостопник,ヒッチハイカー
автострадний,高速道路の
автостраховик,自動車保険会社
автостраховка,自動車保険
автострахування,自動車保険
автострой,自動車建設
автосупровід,自動追尾
автотак,自動車タクシー
автотест,自動テスト
автотехнологія,自動技術
автотехніка,自動車技術
автотехнічний,自動車技術の
автотехсервіс,自動車技術サービス
автотовари,自動車商品
автотоварознавчий,自動車商品学の
автотомія,自切
автотор,アフトトール
автотракторний,自動車トラクターの
автотранс,自動車輸送
автотранспортник,自動車運輸業者
автотранссервіс,自動車輸送サービス
автотрансформатор,単巻変圧器
автотрейдер,オートトレーダー
автотрейлер,トレーラー
автотрек,カーレース場
автотрофи,独立栄養生物
автотроща,自動車事故
автотунель,自動車トンネル
автотуризм,オートツーリズム
автотягач,トラクター
автоугон,自動車盗難
автоуправління,自動制御
автофабрика,自動車工場
автофагій,オートファジー
автофагія,オートファジー
автофокус,オートフォーカス
автофокусний,オートフォーカスの
автофокусування,オートフォーカス
автофорум,自動車フォーラム
автофронт,自動車戦線
автофіксація,自動固定
автохаб,自動車ハブ
автохам,暴走ドライバー
автохамство,運転マナーの悪さ
автохвиля,自動車波
автохлібозавод,自動車パン工場
автохорія,自然散布
автохтонність,先住性
автохімія,自動車化学
автохіт,自動車ヒット
автоцентр,自動車センター
автоцивілка,自動車民事保険
автоцивільний,自動車民事の
автоцитата,自己引用
автошина,自動車タイヤ
автошкола,自動車学校
автошляховик,道路労働者
автошоу,オートショー
автошрот,自動車スクラップ
автоюрист,自動車弁護士
автоєвросила,オートユーロシラ
автоілюстрація,自動イラスト
автоімпорт,自動車輸入
автоімпортер,自動車輸入業者
автоімунний,自己免疫の（重複）
автоіндустрія,自動車産業
автоінформатор,自動案内装置
автралійський,オーストラリアの（誤綴）
автралієць,オーストラリア人（綴り誤り）
автрійський,オーストリアの（誤字）
автівка,車
автім,（略称）
аві,アビ（人名）
авіа,航空
авіаадміністрація,航空管理局
авіаальянс,航空アライアンス
авіаатака,空襲
авіабезпека,航空安全
авіабензин,航空燃料
авіаблокада,空中封鎖
авіабомбардування,空爆
авіаборт,航空機上
авіабригада,航空旅団
авіабудування,航空機製造
авіабудівельний,航空機製造の
авіабудівництво,航空機製造
авіабізнес,航空ビジネス
авіабілет,航空券
авіавантаж,航空貨物
авіавиробник,航空機メーカー
авіавиробництво,航空機製造
авіавиставка,航空展示会
авіавлада,航空当局
авіавласть,航空当局
авіавузол,航空拠点
авіагавань,空港（複数属格）
авіагалузь,航空産業
авіагармата,航空機関砲
авіагарнізон,航空駐屯地
авіагас,航空燃料
авіагоризонт,人工地平線
авіагрупа,航空群
авіагігант,航空大手
авіадартс,航空ダーツ
авіадвигунобудування,航空エンジン製造
авіадеталь,航空部品
авіадивізіон,航空師団
авіадивізія,航空師団
авіадиспетчер,航空管制官
авіадиспетчерський,航空管制の
авіадоставка,航空配送
авіаексперт,航空専門家
авіаекспорт,航空輸出
авіаескадрилья,航空中隊
авіазагін,航空部隊
авіазаправник,航空燃料補給車
авіазапчастина,航空部品
авіакампанія,航空会社
авіакаса,航空券売場
авіакастроф,航空事故
авіакастрофа,航空事故
авіаклуб,航空クラブ
авіакомпанія-лоукостер,格安航空会社
авіакомплекс,航空複合施設
авіакон,アヴィアコン
авіаконструкторський,航空設計の
авіаконцерн,航空コンツェルン
авіакорпорація,航空会社
авіакорпус,航空軍団
авіакосмічний,航空宇宙の
авіакрило,航空翼
авіакін,航空機
авіакір,航空会社
авіаланка,航空小隊
авіалюбитель,航空愛好家
авіамайстерня,航空工場
авіамандрівник,航空旅行者
авіамаршрут,航空路
авіаматка,航空母艦
авіамашина,航空機
авіамеханік,航空整備士
авіамодельний,航空模型の
авіамоделювання,飛行機模型製作
авіамоделізм,航空模型
авіамотор,航空エンジン
авіамоторний,航空エンジンの
авіаміст,エアブリッジ
авіамістечко,航空町
авіанавчання,航空訓練
авіанавігаційний,航空航法の
авіанавігація,航空航法
авіанавідник,航空誘導士
авіаналіт,航空攻撃
авіанапад,空襲
авіанапрямок,航空方向
авіанесучий,航空母艦の
авіано,航空
авіановий,航空の
авіаносний,空母の
авіаобстріл,空爆
авіаоператор,航空オペレーター
авіапаливо,航空燃料
авіапальне,航空燃料（重複）
авіапарад,航空パレード
авіапатрулювання,航空哨戒
авіаперевезення,航空輸送
авіаперевізник,航空会社
авіапереліт,飛行
авіаперсонал,航空職員
авіаподорож,飛行機旅行
авіаподія,航空イベント
авіапоказ,航空ショー
авіапольовий,航空野戦の
авіаполігон,航空試験場
авіаполіт,航空便
авіапорт,空港
авіапослуги,航空サービス
авіапотік,航空便
авіапоштовий,航空郵便の
авіапрацівник,航空従事者
авіапригода,航空事故
авіаприлад,航空機器
авіапродукція,航空製品
авіапром,航空産業
авіапроми,航空産業
авіапромисловий,航空産業の
авіапромисловість,航空産業
авіапростір,航空空間
авіапідприємство,航空企業
авіапідрозділ,航空部隊
авіапідтримка,航空支援
авіапілот,パイロット
авіаракета,航空ミサイル
авіарегулятор,航空規制当局
авіарейд,空襲
авіарейс,航空便
авіарекорд,航空記録
авіаремонт,航空機修理
авіаремонтний,航空機修理の
авіаринок,航空市場
авіарозвідка,航空偵察
авіарух,航空交通
авіас,AVIAS（略語）
авіасалон,航空ショー
авіасан,航空衛生部隊
авіасанкція,航空制裁
авіасвіт,航空世界
авіасектор,航空部門
авіасимулятор,フライトシミュレーター
авіаслужба,航空サービス
авіасполучення,航空連絡
авіастанція,航空駅
авіасудно,航空機
авіасфера,航空圏
авіатаксі,エアタクシー
авіатермінал,航空ターミナル
авіатехнологія,航空技術
авіатехнік,航空技術者
авіатехніка,航空技術
авіатехнічний,航空技術の
авіаторк,女性飛行士
авіатранспорт,航空輸送
авіатраса,航空路
авіатрафік,航空交通
авіатренажер,フライトシミュレーター
авіатроща,航空事故
авіатур,航空ツアー
авіаудар,空爆
авіаустаткування,航空機器
авіаучилище,航空学校
авіафестиваль,航空祭
авіафлот,航空艦隊
авіафорум,航空フォーラム
авіахаб,航空ハブ
авіахолдинг,航空ホールディング
авіахімічний,航空化学の
авіац,航空（略語）
авіацентр,航空センター
авіашоу,エアショー
авіаіндустрія,航空産業
авіаінженер,航空技師
авіаінститут,航空研究所
авіаінцидент,航空事故
авіва,アビバ
авіві,アビブ
авізуючий,通知する
авіка,AVIKA(略語)
авікатастроф,航空災害
авікатастрофа,航空事故
авікомпанія,航空会社
авіла,アビラ
авіли,アビラ
авіловський,アヴィロフスキーの
авімелех,アビメレク
авіньйонський,アヴィニョンの
авіоніка,アビオニクス
авірулентний,非病原性の
авіс,アヴィス
авіста,アヴェスタ
авіський,アヴェスタの
авіудар,空爆
авіудари,空爆
авіяція,航空
авієтка,小型機
авґсбургу,アウクスブルク(地名)
авґуст,8月
агавовий,リュウゼツランの
агадаємо,推測する
агадес,アガデス
агадір,アガディール
агазаде,アガザデ（人名）
агамий,アガマの
агамовий,アガマの
агано,阿賀野
агап,アガペー
агапа,アガパ
агапе,アガペー
агарикальний,ハラタケ目の
агарний,アガー（培地）の
агаровий,寒天の
агарозний,アガロースの
агаси,アガシ
агафокла,アガトクレス
агашкіним,アガシキンと
агдам,アグダム
агдама,アグダム
агдамський,アグダム（地名）の
агел,アゲル
агенезія,形成不全
агенств,代理店 \ 機関（複数・生格）
агенства,機関
агенствий,機関の
агенство,エージェンシー \ 代理店(ロシア語) \ 代理店（ロシア語）
агентка,女性エージェント
агентки,女性エージェント（複数）
агенткий,エージェントの
агентний,エージェントの
агентов,エージェントの（ロシア語）
агентсво,エージェンシー \ 代理店
агентування,代理業
агенція,エージェンシー
агератум,アゲラタム
агий,アガの
агитации,扇動（ロシア語）
аглабідів,アグラブ朝
аглицький,アグリツキの
агломашина,焼結機
агломератник,凝集炉作業員
агломераційний,集積の
агломерований,凝集した
аглоруди,アグロルディ
аглютинін,凝集素
агнеш,アグネシュ
агнкс,圧縮天然ガススタンド
агнозія,失認症
агномен,あだ名 \ アグノーメン（添え名）
агні,アグニ（火神）
агон,競技会
агональний,死期の
агонізуючий,苦悶する
агоніст,アゴニスト
агоніста,アゴニスト
агоністи,アゴニスト
агоністичний,アゴニスト的な
агоністо,アゴニスト
агор,AGOR（略語）
агора,アゴラ
агостіно,アゴスティーノ
агоштінью,アゴスティーニョ(人名)
аграмунт,アグラムント
аграмунта,アグラムンタ
аграмунтом,アグラムント
аграмунту,アグラムント(人名)
агранулоцитоз,無顆粒球症
агранулярний,無顆粒の
аграр,農業者 \ 農民
аграри,農業従事者
аграрная,農業の(ロシア語形・女性)
аграфка,安全ピン
агрегатований,集約された
агрегатор,アグリゲーター
агрегатування,集約
агрегатувати,集約する
агрегатуватися,集約される
агрегований,集約された
агрегування,集約
агрегувати,集約する
агрегуватися,集約される
агреже,アグレジェ（学位）
агреман,アグレマン（外交承認）
агресивніше,より攻撃的に
агресивніший,より攻撃的な
агрессии,侵略
агрессор,侵略者
агресувати,攻撃する
агрикультура,農業
агро,農業 \ 農業（略）
агроактив,アグロアクティブ
агроальянс,農業アライアンス
агробаза,農業基地
агробанк,農業銀行
агробарон,農業男爵
агробуд,アグロブド
агробізнес,農業ビジネス
агробізнесмен,農業実業家
агробіостанція,農業生物基地
агробіржа,農業取引所
агровиробник,農業生産者
агровиробництво,農業生産
агровиробничий,農業生産の
агровиставка,農業展示会
агроволокно,農業用不織布
агровіта,アグロヴィータ
агрогаз,アグロガス
агрогалузь,農業部門
агрогосподарство,農業経営
агрогрупа,農業グループ
агрогігант,農業大手
агродар,アグロダル
агродом,農業ハウス
агродотація,農業助成金
агродім,農業ホールディング
агроекологічний,農業生態学的な
агроекологія,農業生態学
агроекономіка,農業経済学
агроекономічний,農業経済の
агроекосистема,農業生態系
агроекспорт,農業輸出
агроекспортер,農産物輸出業者
агрокебета,アグロケベタ
агрокластер,農業クラスター
агрокліматичний,農業気候の
агроколедж,農業大学
агроколоніалізм,農業植民地主義
агрокома,アグロコム
агрокомбанк,農業コンバインド銀行
агрокомбінат,農業コンビナート
агрокомпанія,農業会社
агрокомітет,農業委員会
агроконтракт,農業契約
агрокооператив,農業協同組合
агрокорпорація,農業企業
агрокредитування,農業融資
агрокуб,アグロキューブ
агрокультурний,農業文化の
агроландшафт,農業景観
агрологістика,農業物流
агроліга,アグロリーガ
агроліс,農業林業
агролісгосп,農林業
агролісництво,アグロフォレストリー
агролісогосподарський,農林業の
агролісомеліоративний,農林改良の
агролісомеліорація,農林改良
агромагнат,農業界の大物
агромарс,アグロマルス
агромат,農業マット
агромата,農業機械
агромеліоративний,農業改良の
агрометеоролог,農業気象学者
агрометеорологічний,農業気象学の
агрометеорологія,農業気象学
агромістечко,農業町
агромісто,農業都市
агронафтопродукт,農業石油製品
агроогляд,農業レビュー
агроосвіта,農業教育
агрооселя,農業集落
агропарк,農業パーク
агропереробка,農業加工
агропереробний,農産物加工の
агроперспектива,農業展望
агрополіс,アグロポリス
агрополітика,農業政策
агрополітичний,農業政治の
агропорт,農業港
агропортал,農業ポータル
агропрогрес,アグロプログレス
агропродовольство,農産食品
агропродовольчий,農業食品の
агропродсервіс,農業生産サービス
агропродукт,農産物
агропродукція,農産物
